순번/순위,구분,상품명,ISBN,ISBN13,부가기호,출판사/제작사,저자/아티스트,정가,판매가,할인액,할인율,마일리지,출간일,세일즈포인트
"508","국내도서","베싸육아","K482831279","9791198129109","13590","래디시","박정은 지음","22,000","19,800","2,200","10%","1,100점","20230118","17100"
"509","국내도서","오늘은 아무래도 카레","K482639288","9791188601370","13590","참돌","사카타 아키코 지음, 이진숙 옮김","4,400","3,960","440","10%","220점","20200416","14478"
"510","국내도서","TEPS 서울대 텝스관리위원회 공식 기출문제집 : 출제기관 공식 수험서","8969653376","9788969653376","13740","챔프스터디","서울대학교 TEPS 관리위원회 문제 제공, 해커스 텝스연구소 편집·해설","22,000","19,800","2,200","10%","1,100점","20230102","9165"
"511","국내도서","헌책 낙서 수집광","8954690750","9788954690751","03810","이야기장수","윤성근 지음","17,800","16,020","1,780","10%","890점","20230208","5910"
"512","국내도서","두근두근 파이썬","897050656X","9788970506562","93000","생능","천인국 지음","25,000","25,000","0","0%","750점","20230105","4065"
"513","국내도서","쌤영어, 영어는 한마디로","K802831737","9791192730226","14740","포르체","윤상훈 지음, 주노 그림","19,800","17,820","1,980","10%","990점","20230222","3420"
"514","국내도서","왕세자 입학도 2","K592831944","9791167792082","07810","영컴(YOUNG COM)","무번 지음","15,000","13,500","1,500","10%","750점","20230227","3080"
"515","국내도서","삐뽀삐뽀 119 소아과 (개정12판)","K012535681","9791195795505","03510","유니책방","하정훈 지음","29,800","26,820","2,980","10%","1,490점","20160715","83698"
"516","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 2 Reading (리딩)","8917232191","9788917232196","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20191216","75012"
"517","국내도서","아몬드 (양장)","8936434268","9788936434267","03810","창비","손원평 지음","14,000","12,600","1,400","10%","700점","20170331","57391"
"518","국내도서","김락희의 인체 드로잉","893158850X","9788931588507","13600","성안당","김락희 지음, 윤관현 감수","35,000","31,500","3,500","10%","1,750점","20191127","49299"
"519","국내도서","조셉 머피 부의 초월자","K642839237","9791130693989","04190","다산북스","조셉 머피 지음, 조율리 옮김","22,000","19,800","2,200","10%","1,100점","20221019","29517"
"520","국내도서","현대 심리치료와 상담 이론","8963309266","9788963309262","93180","학지사","권석만 지음","22,000","21,340","660","3%","0점","20120830","23633"
"521","국내도서","임신 출산 육아 대백과 (2022~2023년 개정판)","8915108167","9788915108165","13590","삼성출판사","삼성출판사 편집부 엮음","19,500","17,550","1,950","10%","970점","20220731","20661"
"522","국내도서","브랜드로 남는다는 것","K802839442","9791191211849","03320","북스톤","홍성태 지음","25,000","22,500","2,500","10%","1,250점","20221112","19643"
"523","국내도서","2023 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 기본(4, 5, 6급)","K572830832","9791138911740","13910","이투스북","최태성 지음","19,500","17,550","1,950","10%","970점","20221209","13105"
"524","국내도서","내게 남은 사랑을 드릴게요","K102831491","9791191824193","03810","자이언트북스","이유리 외 지음","15,800","14,220","1,580","10%","790점","20230130","11220"
"525","국내도서","모든 것이 괜찮아지는 기술","K622830488","9791198035509","03190","너를위한","데런 브라운 지음, 김정희 옮김","17,500","15,750","1,750","10%","870점","20221119","9295"
"526","국내도서","기후위기 부의 대전환","K892831003","9791130696560","03320","다산북스","홍종호 지음","20,000","18,000","2,000","10%","1,000점","20230126","8265"
"527","국내도서","궁금했어, 뇌과학","K342736772","9791162181270","73470","나무생각","유윤한 지음, 나수은 그림","12,800","11,520","1,280","10%","640점","20201214","6112"
"528","국내도서","배니시드","K892831513","9791165346928","03810","팩토리나인","김도윤 지음","15,800","14,220","1,580","10%","790점","20230215","5620"
"529","국내도서","오! 나의 여신님 신장판 4","K042831839","9791169447140","","대원씨아이(만화)","후지시마 코스케 지음","15,000","13,500","1,500","10%","750점","20230215","5580"
"530","국내도서","GPT 제너레이션 : 챗GPT가 바꿀 우리 인류의 미래","K062831622","9791191891270","03320","북모먼트","이시한 지음","19,000","17,100","1,900","10%","950점","20230228","4000"
"531","국내도서","너는 방과 후 인섬니아 2","K452831749","9791136764089","47830","서울미디어코믹스(서울문화사)","Makoto OJIRO 지음, 오경화 옮김","6,000","5,400","600","10%","300점","20230217","3850"
"532","국내도서","더 좋은 삶을 위한 철학","8934965908","9788934965909","03190","김영사","마이클 슈어 지음, 염지선 옮김","18,000","16,200","1,800","10%","900점","20230224","3110"
"533","국내도서","환생했는데 제7왕자라 내맘대로 마술을 연마합니다 1","K412831840","9791141104122","","학산문화사(만화)","코쿠자와 요스케 지음, 메루 그림, 켄쿄나 서클 원작","6,000","5,400","600","10%","300점","20230220","2980"
"534","국내도서","2023 이동기 영어 국가직 대비 적중모의고사","K202831045","9791165769796","13740","에스티유니타스","이동기 지음","12,000","10,800","1,200","10%","120점","20230303","2950"
"535","국내도서","터무니없는 스킬로 이세계 방랑 밥 8","K782831851","9791138435987","07830","㈜소미미디어","아카기시 K 지음, 마사 그림, 심희정 옮김, 에구치 렌 원작","6,000","5,400","600","10%","300점","20230309","2670"
"536","국내도서","즐겁게 놀아보세(아소비 아소바세) 7","K512831148","9791167690449","07830","길찾기","스즈카와 린 지음, 김정규 옮김","7,000","6,300","700","10%","350점","20230115","2530"
"537","국내도서","슬픔을 공부하는 슬픔 (리커버, 양장)","K902830843","9791160401967","03810","한겨레출판","신형철 지음","16,000","14,400","1,600","10%","800점","20221225","46700"
"538","국내도서","채사장의 지대넓얕 4 : 보이지 않는 손","K132838145","9791197578441","","돌핀북","채사장.마케마케 지음, 정용환 그림","15,000","13,500","1,500","10%","750점","20220820","25252"
"539","국내도서","읽으면서 바로 써먹는 어린이 급수 한자 : 6·7·8급","K892830285","9791158682477","73700","파란정원","한날 지음","13,000","11,700","1,300","10%","650점","20221121","22395"
"540","국내도서","하루 한 장 고전 수업","K002830486","9791162543146","03190","비즈니스북스","조윤제 지음","17,500","15,750","1,750","10%","870점","20221122","22185"
"541","국내도서","슬램덩크 오리지널 박스판 11~15 세트 - 전5권","K542434184","9791133408764","07830","대원씨아이(만화)","이노우에 다케히코 지음","30,000","27,000","3,000","10%","1,500점","20151116","18418"
"542","국내도서","2023 선재국어 한 권으로 정리하는 마무리","K202830272","9791165769277","13710","에스티유니타스","이선재 지음","25,000","22,500","2,500","10%","250점","20221110","18210"
"543","국내도서","2023 에듀윌 스포츠지도사 필기 한권끝장","K802839987","9791136019516","13690","에듀윌","정수봉 외 지음","31,000","27,900","3,100","10%","1,550점","20220908","12039"
"544","국내도서","무로이 야스오의 캐릭터 얼굴 & 바스트업 작화 기술","8931467591","9788931467598","13650","영진.com(영진닷컴)","무로이 야스오 지음, 김재훈 옮김","20,000","18,000","2,000","10%","1,000점","20230210","11400"
"545","국내도서","군중의 망상","K812831570","9791192625218","03900","포레스트북스","윌리엄 번스타인 지음, 노윤기 옮김","42,000","37,800","4,200","10%","2,100점","20230125","8475"
"546","국내도서","합격지수 100 권지수 교육학 상 + 하 세트 (부록: 합격하는 교육학 논술 작성법) - 전3권","K172831464","9791169870696","14370","박문각","권지수 지음","63,000","56,700","6,300","10%","3,150점","20230116","6775"
"547","국내도서","도둑맞은 뇌","8959066710","9788959066711","03180","인물과사상사","대니얼 샥터 지음, 홍보람 옮김","23,000","20,700","2,300","10%","1,150점","20230203","6255"
"548","국내도서","검은 머리 짐승 사전","8937409291","9788937409295","04810","민음사","신이인 지음","12,000","10,800","1,200","10%","600점","20230203","5800"
"549","국내도서","언어의 역사","K682630787","9791188941469","03700","소소의책","데이비드 크리스털 지음, 서순승 옮김","23,000","20,700","2,300","10%","1,150점","20200617","5737"
"550","국내도서","공학은 세상을 어떻게 바꾸었을까?","K892530248","9791186688847","73500","어린이나무생각","황진규 지음, 박연옥 그림","13,000","11,700","1,300","10%","650점","20170403","5546"
"551","국내도서","운을 부르는 부자의 말투","K782533842","9791196415228","03190","포레스트북스","미야모토 마유미 지음, 김지윤 옮김","13,800","12,420","1,380","10%","690점","20180813","5280"
"552","국내도서","오래된 골동품 상점","8998427338","9788998427337","03840","B612","찰스 디킨스 지음, 이창호 옮김","28,000","26,600","1,400","5%","840점","20230201","4745"
"553","국내도서","이방인 (미니북)","K722635800","9791164450343","04860","더클래식","알베르 카뮈 지음, 최헵시바 옮김","2,900","2,610","290","10%","140점","20190517","4339"
"554","국내도서","군주론 (미니북)","K412534696","9791189660093","03340","더클래식","니콜로 마키아벨리 지음, 이시연 옮김","2,900","2,610","290","10%","140점","20181115","3728"
"555","국내도서","데이비드 호킨스의 365일 명상","K482831834","9791170522393","03840","판미동","데이비드 호킨스 지음, 박찬준 옮김","19,000","17,100","1,900","10%","950점","20230216","3480"
"556","국내도서","환생했는데 제7왕자라 내맘대로 마술을 연마합니다 2","K592831840","9791141104139","","학산문화사(만화)","코쿠자와 요스케 지음, 메루 그림, 켄쿄나 서클 원작","6,000","5,400","600","10%","300점","20230220","2880"
"557","국내도서","호랑이는 용을 아직 먹지 않는다 1","K522831851","9791138436014","07830","㈜소미미디어","이나바 하치 지음, 천선필 옮김","6,000","5,400","600","10%","300점","20230309","2660"
"558","국내도서","2023 알기사 정보보안기사 (산업기사) 실기 - 전3권","K022831943","9791162193037","13000","탑스팟","정일영 지음","40,000","36,000","4,000","10%","2,000점","20230310","2520"
"559","국내도서","달러구트 꿈 백화점 1 (레인보우 에디션)","K472838938","9791165341909","03810","팩토리나인","이미예 지음","13,800","12,420","1,380","10%","690점","20200708","150339"
"560","국내도서","원피스 103","K592839643","9791169441315","","대원씨아이(만화)","오다 에이치로 지음","5,500","4,950","550","10%","270점","20221028","52945"
"561","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol.1 Reading","8917230563","9788917230567","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20181217","48506"
"562","국내도서","생각에 관한 생각","8934981210","9788934981213","03320","김영사","대니얼 카너먼 지음, 이창신 옮김","25,000","22,500","2,500","10%","1,250점","20180330","32414"
"563","국내도서","프레임","8950994518","9788950994518","03320","21세기북스","최인철 지음","20,000","18,000","2,000","10%","1,000점","20210302","29215"
"564","국내도서","세상 쉽고 맛있는 튼이 이유식","K972534201","9791196533007","13590","서사원","정주희 지음","22,000","19,800","2,200","10%","1,100점","20190103","26801"
"565","국내도서","무기가 되는 스토리","K022534274","9791155811856","03320","윌북","도널드 밀러 지음, 이지연 옮김","14,800","13,320","1,480","10%","740점","20180930","21500"
"566","국내도서","슬램덩크 오리지널 박스판 26~31 세트 - 전6권","K922434125","9791133413966","07830","대원씨아이(만화)","이노우에 다케히코 지음","35,000","31,500","3,500","10%","1,750점","20160218","18612"
"567","국내도서","만지고 싶은 기분","8960907936","9788960907935","03810","마음산책","요조 (Yozoh) 지음","15,000","13,500","1,500","10%","750점","20230130","13725"
"568","국내도서","면역","K942831460","9791192107271","03470","사이언스북스","필리프 데트머 지음, 강병철 옮김","35,000","31,500","3,500","10%","1,750점","20221124","12990"
"569","국내도서","책벌레의 하극상 제5부 : 여신의 화신 3","K052831613","9791167691941","04830","길찾기","카즈키 미야 지음, 시이나 유우 그림, 김정규 옮김","10,000","9,000","1,000","10%","500점","20230131","11520"
"570","국내도서","데일 카네기의 성공대화론 (미니북)","K792534706","9791189660031","14320","더클래식","데일 카네기 지음, 베스트트랜스 옮김","2,900","2,610","290","10%","140점","20181130","6183"
"571","국내도서","흰옷을 입은 여인","K482831421","9791190533263","03860","1984Books","크리스티앙 보뱅 지음, 이창실 옮김","14,000","12,600","1,400","10%","700점","20230212","5790"
"572","국내도서","우유, 피, 열","K302831413","9791192579368","03840","모모","단시엘 W. 모니즈 지음, 박경선 옮김","15,000","13,500","1,500","10%","750점","20230210","5300"
"573","국내도서","아마가미 씨네 인연 맺기 6","K972831946","9791136763976","47830","서울미디어코믹스(서울문화사)","나이토 마시 지음, 박소현 옮김","6,000","5,400","600","10%","300점","20230221","2250"
"574","국내도서","달러구트 꿈 백화점 2 (레인보우 에디션)","K512838938","9791165343729","03810","팩토리나인","이미예 지음","13,800","12,420","1,380","10%","690점","20210727","124406"
"575","국내도서","이어령의 마지막 수업","K762835176","9791170400523","03100","열림원","김지수 지음, 이어령","16,500","14,850","1,650","10%","820점","20211027","108853"
"576","국내도서","이방인","8937443848","9788937443848","","민음사","알베르 카뮈 지음, 김화영 옮김","10,000","9,000","1,000","10%","500점","20190902","50520"
"577","국내도서","아주 오랜만에 행복하다는 느낌","8936438867","9788936438869","03810","창비","백수린 지음","14,000","12,600","1,400","10%","700점","20221014","46301"
"578","국내도서","경매 권리분석 이렇게 쉬웠어?","K762534624","9791187799078","13320","지혜로","박희철 지음, 송희창 감수","18,000","16,200","1,800","10%","900점","20190115","34477"
"579","국내도서","밥 프록터 부의 확신","K342838694","9791162542866","03190","비즈니스북스","밥 프록터 지음, 김문주 옮김","16,000","14,400","1,600","10%","800점","20220712","27714"
"580","국내도서","2023 큰별쌤 최태성의 별★별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)","K162830147","9791138911757","13910","이투스북","최태성 지음","19,000","17,100","1,900","10%","950점","20221220","24200"
"581","국내도서","슬램덩크 오리지널 박스판 1~5 세트 - 전5권","K912433357","9791133406012","07830","대원씨아이(만화)","이노우에 다케히코 지음","30,000","27,000","3,000","10%","1,500점","20150922","20140"
"582","국내도서","슬램덩크 오리지널 박스판 21~25 세트 - 전5권","K822434910","9791133412419","07830","대원씨아이(만화)","이노우에 다케히코 지음","30,000","27,000","3,000","10%","1,500점","20160115","18524"
"583","국내도서","슬램덩크 오리지널 박스판 16~20 세트 - 전5권","K212434591","9791133410798","07830","대원씨아이(만화)","이노우에 다케히코 지음","30,000","27,000","3,000","10%","1,500점","20151216","18170"
"584","국내도서","Go Go 카카오프렌즈 자연탐사 2 : 사하라 사막","8950991454","9788950991456","74400","아울북","조주희 지음, 김정한 그림, 김미영 기획","14,800","13,320","1,480","10%","740점","20230118","11945"
"585","국내도서","하나노이 군과 상사병 11","K932831322","9791169790932","","대원씨아이(만화)","모리노 메구미 지음","5,000","4,500","500","10%","250점","20230209","8390"
"586","국내도서","한문철의 어린이 교통안전 1","K222831410","9791130696928","77300","다산어린이","파키나미 그림, 유경원 글, 한문철 기획","15,000","13,500","1,500","10%","750점","20230207","7955"
"587","국내도서","다시 십자가","8955366329","9788955366327","03230","예수전도단","김학중 지음","4,000","3,600","400","10%","200점","20230222","7790"
"588","국내도서","나의 히어로 아카데미아 -팀업 미션- 4","K702831326","9791136763969","","서울미디어코믹스(서울문화사)","아키야마 요코 지음, 오경화 옮김, 호리코시 코헤이 원작","6,000","5,400","600","10%","300점","20230209","7090"
"589","국내도서","당신께","8934966017","9788934966012","03810","김영사","오지은 지음","15,800","14,220","1,580","10%","790점","20230228","3480"
"590","국내도서","돈, 뜨겁게 사랑하고 차갑게 다루어라 (22주년 기념 양장 특별판)","K802831312","9791192519333","03320","미래의창","앙드레 코스톨라니 지음, 한윤진 옮김","16,000","14,400","1,600","10%","800점","20230216","2950"
"591","국내도서","즐겁게 놀아보세(아소비 아소바세) 6","K572831148","9791167690432","07830","길찾기","스즈카와 린 지음, 김정규 옮김","7,000","6,300","700","10%","350점","20230115","2360"
"592","국내도서","무기력하지만 하고 싶은 것은 많습니다","K042831942","9791191825794","03810","빅피시","양경민(글토크) 지음","16,800","15,120","1,680","10%","840점","20230302","2310"
"593","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol. 2 Listening (리스닝)","8917232183","9788917232189","13740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20191216","67559"
"594","국내도서","생각하라 그리고 부자가 되어라","K562737221","9791191214376","03320","반니","나폴레온 힐 지음, 빌 하틀리 엮음, 이한이 옮김","18,000","16,200","1,800","10%","900점","20210105","38009"
"595","국내도서","스크루테이프의 편지","8936513192","9788936513191","03230","홍성사","C.S.루이스 지음, 김선형 옮김","13,000","11,700","1,300","10%","650점","20181115","29427"
"596","국내도서","해커스 그래머 게이트웨이 베이직 : 초보를 위한 기초 영문법 (Grammar Gateway Basic)","8965422922","9788965422921","13740","해커스어학연구소(Hackers)","David Cho 지음","14,900","13,410","1,490","10%","740점","20190527","28422"
"597","국내도서","‘한 번 더’의 힘","K092830175","9791158512538","03190","토네이도","에드 마일렛 지음, 박병화 옮김","18,000","16,200","1,800","10%","900점","20221114","26470"
"598","국내도서","생각의 지도","8934914483","9788934914488","03300","김영사","리처드 니스벳 지음, 최인철 옮김","12,900","11,610","1,290","10%","640점","20040413","26181"
"599","국내도서","28시간에 끝내는 토익스피킹 스타트","K372837540","9791186858387","","시원스쿨LAB","황인기.시원스쿨 어학연구소 지음","17,900","16,110","1,790","10%","890점","20220602","21304"
"600","국내도서","아무튼, 현수동","K162831297","9791186602928","02810","위고","장강명 지음","12,000","10,800","1,200","10%","600점","20230125","17270"
"601","국내도서","생리는 처음이야","K442830938","9791197603969","73810","작은코도마뱀","하선영 지음, 이윤희 그림, 임영림 감수","13,000","11,700","1,300","10%","650점","20221210","16280"
"602","국내도서","자녀교육 절대공식","K112831663","9791168125643","13590","위즈덤하우스","방종임 지음","17,500","15,750","1,750","10%","870점","20230104","15920"
"603","국내도서","슈퍼 히어로의 똥 닦는 법","K422532230","9791158360931","77810","책읽는곰","안영은 지음, 최미란 그림","12,000","10,800","1,200","10%","600점","20180410","14557"
"604","국내도서","해커스 여행일본어 10분의 기적","8965422906","9788965422907","13730","해커스어학연구소(Hackers)","해커스JLPT연구소 지음","9,800","8,820","980","10%","490점","20190513","12322"
"605","국내도서","세도나 메서드","8925588609","9788925588605","03320","알에이치코리아(RHK)","헤일 도스킨 지음, 편기욱 옮김","19,000","17,100","1,900","10%","950점","20210518","11742"
"606","국내도서","탐정이 된 과학자들","K912734543","9791156333913","43400","다른","마릴리 피터스 지음, 지여울 옮김, 이현숙 감수","14,000","12,600","1,400","10%","700점","20210815","9535"
"607","국내도서","2023 최신판 에듀윌 공기업 NCS 통합 기본서 PSAT형 + 모듈형 + 실전모의고사","K672830510","9791136022684","","에듀윌","에듀윌 취업연구소.길자은 지음","27,000","24,300","2,700","10%","1,350점","20230108","5730"
"608","국내도서","실버뷰","8925577089","9788925577081","03840","알에이치코리아(RHK)","존 르 카레 지음, 조영학 옮김","18,000","16,200","1,800","10%","900점","20230220","3930"
"609","국내도서","뛰어내리려는 여고생을 구해주면 어떻게 될까? 1","K082831852","9791138435857","04830","㈜소미미디어","키시마 키라쿠 지음, 쿠로 나마코 그림, 이소정 옮김","7,500","6,750","750","10%","370점","20230308","3310"
"610","국내도서","소울이터 완전판 2","K442831955","9791136763853","","서울미디어코믹스(서울문화사)","오쿠보 아츠시 지음","16,000","14,400","1,600","10%","800점","20230224","2840"
"611","국내도서","더 파이팅 The Fighting 135","K962831840","9791169472388","","학산문화사(만화)","모리카와 조지 지음","6,000","5,400","600","10%","300점","20230220","2620"
"612","국내도서","반란의 멕시코","K962831848","9791168730496","03840","오월의봄","존 리드 지음, 박소현 옮김","18,000","16,200","1,800","10%","900점","20230220","2610"
"613","국내도서","2023 정태성 말랑말랑 소방학개론 辛모의고사 보통맛 5회","K372831940","9791167432537","13350","용감한북스","정태성 지음","12,000","10,800","1,200","10%","600점","20230220","2370"
"614","국내도서","우리가 빛의 속도로 갈 수 없다면","K462635914","9791190090018","03810","허블","김초엽 지음","14,000","12,600","1,400","10%","700점","20190624","72297"
"615","국내도서","ETS 토익 정기시험 기출문제집 1000 Vol.1 Listening","8917230555","9788917230550","14740","(주)YBM(와이비엠)","ETS 엮음","17,800","16,020","1,780","10%","890점","20181217","42550"
"616","국내도서","달과 6펜스","8937460386","9788937460388","04840","민음사","서머셋 몸 지음, 송무 옮김","10,000","9,000","1,000","10%","500점","20000620","41204"
"617","국내도서","해커스 토익 왕기초 RC Reading 리딩","8965423309","9788965423300","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","13,900","12,510","1,390","10%","690점","20210809","28002"
"618","국내도서","슬램덩크 오리지널 박스판 6~10 세트 - 전5권","K502434078","9791133406654","07830","대원씨아이(만화)","이노우에 다케히코 지음","30,000","27,000","3,000","10%","1,500점","20151016","19097"
"619","국내도서","프로세스 이코노미","K122837815","9791168340220","03320","인플루엔셜(주)","오바라 가즈히로 지음, 이정미 옮김, 김용섭 해제","16,000","14,400","1,600","10%","800점","20220503","16385"
"620","국내도서","1페이지 마케팅 플랜","K922830244","9791191122398","03320","알파미디어","앨런 딥 지음, 홍석윤 옮김","17,800","16,020","1,780","10%","890점","20221222","13145"
"621","국내도서","CEO 칭기스칸","897633213X","9788976332134","04320","삼성경제연구소","김종래 지음","5,000","4,500","500","10%","250점","20021115","11721"
"622","국내도서","논어","K482534174","9791187142591","03140","현대지성","공자 지음, 소준섭 옮김","12,000","10,800","1,200","10%","600점","20181001","9795"
"623","국내도서","하마터면 또 회계를 모르고 일할 뻔했다!","K582830503","9791192229164","03320","어바웃어북","김수헌.이재홍 지음","20,000","18,000","2,000","10%","1,000점","20221129","9685"
"624","국내도서","브랜드로부터 배웁니다","K802831002","9791168125759","03320","위즈덤하우스","김도영 지음","18,000","16,200","1,800","10%","900점","20230126","7525"
"625","국내도서","나의 히어로 아카데미아 36","K412830810","9791136758590","","서울미디어코믹스(서울문화사)","호리코시 코헤이 지음","6,000","5,400","600","10%","300점","20221130","7470"
"626","국내도서","오늘 하지 않아도 되는 걱정은 오늘 하지 않습니다","K782830734","9791168340688","","인플루엔셜(주)","데니스 홍 지음","15,000","13,500","1,500","10%","750점","20221212","7205"
"627","국내도서","대다크 5","K052831618","9791169254403","07830","시공사(만화)","하야시다 큐 지음, 서현아 옮김","8,000","7,200","800","10%","400점","20230130","6610"
"628","국내도서","로드 엘멜로이 2세의 사건부 10","K512831537","9791138023627","04830","영상출판미디어(주)","산다 마코토 지음, 사카모토 미네지 그림, 정홍식 옮김","11,000","9,900","1,100","10%","550점","20230224","4510"
"629","국내도서","소중해 소중해 너의 마음도","8925577143","9788925577142","77830","주니어RHK(주니어랜덤)","아다치 히로미 지음, 가와하라 미즈마루 그림, 권남희 옮김, 최성애 해설","14,000","12,600","1,400","10%","700점","20230220","3830"
"630","국내도서","바람이 젖은 방향 1~2 세트 - 전2권","K042831635","9791140807697","04810","르네","요안나 지음","18,000","16,200","1,800","10%","900점","20230224","3580"
"631","국내도서","브레인 리부트","8960519677","9788960519671","03510","부키","크리스틴 윌르마이어 지음, 김나연 옮김","18,000","16,200","1,800","10%","900점","20230220","3000"
"632","국내도서","여행의 이유","8954655971","9788954655972","03810","문학동네","김영하 지음","13,500","12,150","1,350","10%","670점","20190417","75589"
"633","국내도서","착! 붙는 일본어 독학 첫걸음 (증보판)","8940291808","9788940291801","18730","시사일본어사","일본어 공부 기술 연구소 지음","14,000","12,600","1,400","10%","700점","20220120","41454"
"634","국내도서","전설로 떠나는 월가의 영웅","8957825940","9788957825945","13320","국일증권경제연구소","피터 린치.존 로스차일드 지음, 이건 옮김, 홍진채 감수","26,000","23,400","2,600","10%","1,300점","20210730","39171"
"635","국내도서","마지막 몰입","K152738321","9791162541968","03190","비즈니스북스","짐 퀵 지음, 김미정 옮김","16,800","15,120","1,680","10%","840점","20210223","32041"
"636","국내도서","우리는 언제나 다시 만나","896247851X","9788962478518","77800","위즈덤하우스","윤여림 지음, 안녕달 그림","12,000","10,800","1,200","10%","600점","20170720","29734"
"637","국내도서","나는 소망한다 내게 금지된 것을","8998441071","9788998441074","03810","쓰다","양귀자 지음","15,000","13,500","1,500","10%","750점","20190420","27986"
"638","국내도서","영어 회화의 결정적 단어들","8960498319","9788960498310","14740","사람in","서영조 지음","15,000","13,500","1,500","10%","750점","20200306","23974"
"639","국내도서","도파민네이션","8965965047","9788965965046","03180","흐름출판","애나 렘키 지음, 김두완 옮김","18,000","16,200","1,800","10%","900점","20220321","21188"
"640","국내도서","부동산을 공부할 결심","K862839952","9791192229140","03320","어바웃어북","배문성 지음","25,000","22,500","2,500","10%","1,250점","20221025","19700"
"641","국내도서","주식투자의 지혜","K032732591","9791188754427","03320","에프엔미디어","천장팅 지음, 김재현.양성희 옮김","18,000","16,200","1,800","10%","900점","20210601","19025"
"642","국내도서","시민의 한국사 2","K892838576","9791191438659","04910","돌베개","한국역사연구회 지음","38,000","34,200","3,800","10%","1,900점","20220624","18430"
"643","국내도서","2023 문동균 한국사 한 권으로 모든 것을 정리하는 판서노트","K672838709","9791165768454","","에스티유니타스","문동균 지음","14,000","12,600","1,400","10%","140점","20220711","17662"
"644","국내도서","해커스 토익 실전 1000제 3 LC LISTENING 문제집 (리스닝)","8965424844","9788965424840","13740","해커스어학연구소(Hackers)","해커스어학연구소 지음","11,900","10,710","1,190","10%","590점","20220628","16559"
"645","국내도서","교사의 말 연습","K342831373","9791191825749","03370","빅피시","김성효 지음","16,800","15,120","1,680","10%","840점","20230118","9725"
"646","국내도서","우리는 왜 잠을 자야 할까","8932919585","9788932919584","03510","열린책들","매슈 워커 지음, 이한음 옮김","23,000","20,700","2,300","10%","1,150점","20190225","9406"
"647","국내도서","2023 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형+실전모의고사 (수리논리/추리)","8969653317","9788969653314","13320","챔프스터디","해커스 취업교육연구소 지음","23,900","21,510","2,390","10%","1,190점","20230102","9140"
"648","국내도서","몰입 합본판 (100쇄 기념 합본 에디션)","8925556286","9788925556284","03320","알에이치코리아(RHK)","황농문 지음","24,000","21,600","2,400","10%","1,200점","20200729","9068"
"649","국내도서","나는 해낼 수 있다","K442831192","9791138415866","03190","㈜소미미디어","보도 섀퍼 지음, 박성원 옮김","16,800","15,120","1,680","10%","840점","20230126","8310"
"650","국내도서","수호자들","K402831002","9791169793087","03840","하빌리스","존 그리샴 지음, 남명성 옮김","18,000","16,200","1,800","10%","900점","20230127","7195"
"651","국내도서","새벽의 노래 1 한정판 세트","K072831424","9791127459475","04830","인디고","유노 이치카 지음, 이기선 옮김","18,500","16,650","1,850","10%","920점","20230210","6320"
"652","국내도서","하버드식 호흡의 기술","K272831299","9791158463854","13510","비타북스","네고로 히데유키 지음, 문혜원 옮김","16,000","14,400","1,600","10%","800점","20230201","5985"
"653","국내도서","2023 SO NICE 빨간불,파란불 소방학개론 실전 동형 모의고사","K882831417","9791192498515","13350","더나은","백소나 지음","15,000","13,500","1,500","10%","750점","20230207","5100"
"654","국내도서","2023 K리그 스카우팅리포트","K332831525","9791169780056","03690","브레인스토어","김성원 외 지음","23,000","20,700","2,300","10%","1,150점","20230310","3850"
"655","국내도서","내일은 발명왕 38","K602831532","9791168414976","77400","미래엔아이세움","곰돌이 co. 지음, 홍종현 그림, 박완규 외 감수","14,500","13,050","1,450","10%","720점","20230210","3290"
"656","국내도서","왜곡하는 뇌","K962831943","9791185415536","93400","에이도스","다이애나 도이치 지음, 박정미 외 옮김","22,000","19,800","2,200","10%","1,100점","20230223","2630"
"657","국내도서","틀려도 괜찮아","8990611261","9788990611260","77830","토토북","마키타 신지 지음, 하세가와 토모코 그림, 유문조 옮김","12,000","10,800","1,200","10%","600점","20060215","48605"
"658","국내도서","5번 레인","K732732024","9788954674638","73810","문학동네","은소홀 지음, 노인경 그림","12,500","11,250","1,250","10%","620점","20200914","47711"
"659","국내도서","2주 만에 끝내는 해커스 오픽 OPIc Advanced 공략","K542535185","9791158551957","13740","(주)해커스","해커스 오픽연구소 지음","15,900","14,310","1,590","10%","790점","20160712","41148"
"660","국내도서","소년과 두더지와 여우와 말","8997381679","9788997381678","07840","상상의힘","찰리 맥커시 지음, 이진경 옮김","18,000","16,200","1,800","10%","900점","20200420","35356"
"661","국내도서","열혈강호 87","K712830654","9791169446723","","대원씨아이(만화)","전극진 지음, 양재현 그림","5,500","4,950","550","10%","270점","20221228","35315"
